# Data downloaded from the Kansas Mesonet mesonet.k-state.edu,,,,,,,,,,,
TIMESTAMP,PRESSUREAVG,TEMP2MMIN,TEMP2MMAX,RELHUM2MMAX,RELHUM2MMIN,PRECIP,SR,WSPD2MAVG,WDIR2M,SOILTMP5AVG,VWC5CM
3/4/2020,97.23,-1.07,16.81,86.02,18.32,0,20.36,2.61,207.47,5.99,0.40866
3/5/2020,97.85,-0.12,16.53,85.13,16.07,0,17.3,2.34,199.43,6.49,0.40791
3/6/2020,98.6,2.73,13.94,71.17,12.59,0,21.21,4.63,273.51,6.07,0.40563
3/7/2020,99.3,-6.59,14.62,93.4,15.18,0,20.67,1.94,147.25,5.51,0.40314
3/8/2020,98.34,5.18,21.27,42.32,11.29,0,19.51,5.7,163.1,6.8,0.4031
3/9/2020,97.65,8.43,20.93,96.21,36.92,11.18,17.96,7.33,165.53,8.52,0.40354
3/10/2020,97.74,1.63,12.53,97.71,79.34,22.35,2.06,3.79,254.91,8.68,0.43919
3/11/2020,98.48,0.56,10.2,95.46,68.63,0,10.75,1.9,80.94,7.06,0.44187
3/12/2020,97.64,2.45,18.95,99.45,39.75,0.25,20.74,1.76,160.63,8.78,0.44342
3/13/2020,97.17,4.91,16.06,88.7,47.32,0,15.45,3.84,324.17,9.76,0.44019
3/14/2020,98.74,1.1,6.41,92.1,38.49,4.83,5.63,2.99,45.57,7.19,0.42901
3/15/2020,98.89,1.04,3.48,96.82,80.7,3.81,4.03,3.81,38.26,5.43,0.4352
3/16/2020,99.3,0.02,2.86,94.98,73.87,0.25,4.16,2.85,55.73,4.86,0.43704
3/17/2020,98.51,1.57,7,98.47,78.06,3.81,5.81,1.65,28.12,5.71,0.43819
3/18/2020,98.42,3.89,9.25,95.18,66.72,0,7.28,2.83,51.43,6.99,0.43945
3/19/2020,97.4,7.61,17.45,99.59,63.66,0.25,11.77,1.6,86.81,9.43,0.44063
3/20/2020,96.78,4.36,24.27,99.76,21.38,3.05,19.09,4.6,157.31,12.39,0.44245
3/21/2020,99.23,-4.56,4.5,84.94,25.58,0,24.04,5.41,335.51,7.22,0.43416
3/22/2020,99.14,-6.79,10.14,88.2,24.81,0,19.4,2.03,96.28,6.14,0.42944
3/23/2020,98.13,2.18,8.1,99.28,69.16,8.64,3.03,1.57,83.44,6.68,0.43443
3/24/2020,97.96,2.45,15.24,99.9,55.24,0.25,20.22,1.93,102.4,9.13,0.44371
3/25/2020,97.44,6.82,14.96,97.58,63.63,0,9.06,1.98,70.26,10.03,0.44393
3/26/2020,96.92,6.21,24.2,99.42,38.22,0,20.75,3.06,157.08,11.38,0.44309
3/27/2020,96.74,10.07,13.48,94.1,75.6,0,3.75,2.73,13.4,11.29,0.439
3/28/2020,96.63,9.73,13.34,98.94,82.83,0.25,3.82,1.96,357.37,11.18,0.43896
3/29/2020,96.36,6.82,17.97,99.83,36.54,0,17.3,6.1,220.52,11.34,0.43882
3/30/2020,97.85,4.09,19.7,80.98,18.86,0,25.13,3.83,225.23,10.32,0.43427
3/31/2020,98.09,1.11,21.75,91.83,20.97,0,19.43,2.63,129.08,10.72,0.43099
4/1/2020,97.82,6,19.97,96.21,32.63,0,22.62,2.64,208.23,11.98,0.43047
4/2/2020,97.22,6.62,23.65,91.77,22.95,0,23.11,4.2,148.82,12.69,0.42818
4/3/2020,97.26,-2.44,19.26,91.01,53.06,0,6.19,4.21,175.68,12.11,0.42393
4/4/2020,98.42,-3.88,4.71,94.09,53.65,0.51,19.36,4.39,323.23,7.28,0.41349
4/5/2020,98.34,-2.58,9.8,85.95,40.58,0,17.95,2.53,25.43,7.68,0.41119
4/6/2020,97.89,0.02,14.69,92.24,52.92,0,15.04,2.48,102.99,9.4,0.41114
4/7/2020,97.2,11.64,22.84,86.66,53.09,0,14.25,4.43,162.2,12.56,0.4125
4/8/2020,96.94,12.53,30.2,95.67,17.56,0,25.36,2,187.84,15.14,0.41101
4/9/2020,97.23,7.92,29.59,89.38,11.56,0,26.01,3.3,296.64,14.59,0.40147
4/10/2020,98.16,1.91,15.78,65.54,14.57,0,24.22,3.94,325.04,12.24,0.38799
4/11/2020,98.01,-5.02,16.2,79.72,20.72,0,19.04,2.27,150.21,10.42,0.37719
4/12/2020,96.45,9.93,27.68,78.71,25.88,0,26.16,4.42,173.59,13.21,0.37413
4/13/2020,96.86,-0.8,17.42,95.8,53.49,0.76,2.77,5.56,339.67,11.45,0.36253
4/14/2020,98.56,-5.15,7.75,83.05,16.35,0,25.04,2.93,291.09,7.91,0.35231
4/15/2020,98.46,-2.03,11.43,63.81,14.85,0,25.35,3.12,205.73,8.74,0.35053
4/16/2020,98.07,-2.3,13.94,82.13,20.78,0,25.12,1.75,39.43,9.86,0.34771
4/17/2020,98,0.09,8.77,94.36,42.91,8.13,4.75,4.7,33.95,8.76,0.34194
4/18/2020,98.3,-0.12,9.8,95.73,37.92,1.78,20.66,2.98,318.53,8.07,0.34431
4/19/2020,97.47,2.07,18.44,83.49,27.87,0,27.93,3.84,177.06,9.82,0.3475
4/20/2020,97.15,8.37,19.98,93.49,32.29,2.03,20.75,2.31,46.97,11.79,0.35096
4/21/2020,97.28,8.71,21.54,92.73,21.04,8.13,26.77,2.64,239.12,12.88,0.35718
4/22/2020,97.71,3.55,23.38,88.63,21.1,0,27.73,1.53,119.42,13.91,0.35857
4/23/2020,97.09,12.12,16.48,96.96,42.63,6.6,4.71,1.85,116.65,13.71,0.36159
4/24/2020,96.74,11.3,26.79,99.22,17.29,0.25,26,1.28,225.04,16.34,0.37686
4/25/2020,97.05,10.07,17.97,97.17,60.16,30.73,5.01,2.4,319.16,14.71,0.40632
4/26/2020,97.88,7.37,19.6,96.15,35.68,1.02,22.76,1.93,313.32,14.13,0.4422
4/27/2020,98.08,4.13,21.78,98.77,24.82,0,22.08,1.81,128.24,14.8,0.44266
4/28/2020,97.53,13.11,25.94,76.56,39.28,0,27.9,3.22,143.53,16.91,0.43718
4/29/2020,97.16,11.06,23.69,89.66,27.89,1.02,12.63,2.78,247.5,16.46,0.42668
4/30/2020,97.74,9.83,19.63,70.78,35.07,0,22.38,4.89,287.62,14.31,0.42035
5/1/2020,97.77,5.9,24.17,91.39,22.71,0,29.82,1.2,189,16.14,0.41927
5/2/2020,97.12,14.74,29.14,90.51,37.98,0,18.8,2.16,175.71,17.32,0.41578
5/3/2020,97.53,11.19,27.1,98.16,27.41,0,19.77,3.62,20.52,17.44,0.40963
5/4/2020,97.71,13.92,25.12,62.73,28.5,0,28.89,2.67,41.92,18.59,0.40331
5/5/2020,97.37,10.51,16.23,99.8,44.44,27.18,8.25,3.14,19.23,16.07,0.42579
5/6/2020,98.05,7.95,21.71,93.44,19.23,0,31.11,3.56,275.57,15.44,0.43885
5/7/2020,98.57,6.17,18.45,93.72,33.23,0,29.61,1.97,288.74,15.9,0.42398
5/8/2020,97.94,4.67,15.39,96.45,63.17,5.84,6.84,1.83,87.22,14.4,0.4185
5/9/2020,98.44,2.39,15.51,97.72,24.26,0,31.85,3.32,325.45,14.41,0.42733
5/10/2020,98.52,0.5,16.94,98.53,30.54,0,20.69,2.06,203.83,13.91,0.42142
5/11/2020,98.87,1.91,15.65,81.05,23.44,0,31.76,2.83,298.41,13.77,0.41728
5/12/2020,98.87,2.12,9.18,93.41,42.01,2.29,6.25,0.88,107.06,12.72,0.41178
5/13/2020,98.29,5.12,11.5,95.32,65.36,0.25,9.46,2.38,67.05,12.29,0.41
5/14/2020,97.38,8.63,21.82,96.48,63.11,1.27,10.06,3.13,120.47,13.84,0.41162
5/15/2020,97.02,15.71,27.06,98.23,49.34,0.25,21.18,1.94,146.4,17.98,0.41622
5/16/2020,97.47,15.12,22.7,99.08,61.54,0.25,13.72,2.28,53.98,17.94,0.41221
5/17/2020,97.39,15.1,24.27,98.26,53.56,0,14.57,1.28,70.97,18.71,0.41084
5/18/2020,97.55,11.98,21.06,93.07,41.77,0,21.21,3.42,287.11,17.44,0.40482
5/19/2020,97.63,10.34,22.29,84.2,40.47,0,24.25,2.81,324.17,17.57,0.39884
5/20/2020,97.65,7.1,21.75,98.74,48.65,0,20.42,1.2,66.39,17.76,0.39294
5/21/2020,97.65,9.26,21.13,99,58.81,0,17.9,2.18,84.35,17.9,0.38766
5/22/2020,97.46,11.16,21.61,98.81,69.93,0,10.45,2.2,84.31,18.02,0.38272
5/23/2020,97.09,14.7,24.06,97.13,53.22,15.24,19.93,2.85,156.46,19.68,0.39706
5/24/2020,97.09,15.44,28.36,90.17,52.47,0,27.15,2.05,155.81,21.46,0.40096
5/25/2020,97.03,16.87,27.47,98.64,50.56,81.03,20.08,2.45,123.94,22.37,0.40335
5/26/2020,97.24,15.92,21,98.5,76.75,18.29,10.27,1.69,265.29,20.52,0.45763
5/27/2020,97.21,14.78,19.06,98.12,83.21,36.83,6.78,1.98,274.19,19.31,0.45605
5/28/2020,97.41,14.16,22.02,99.76,60.86,0,14.28,1.1,338.97,19.92,0.4531
5/29/2020,97.7,17.15,26.66,97.88,42.52,0.51,22.67,1.73,298.87,21.51,0.44846
5/30/2020,98.34,10.82,27,93.21,27.92,0,30.98,0.76,264.38,21.84,0.43781
5/31/2020,98.35,12.25,26.18,98.12,41.77,0,23.79,2.06,82.88,22.02,0.43093
6/1/2020,98.26,16.19,28.02,83.28,40.88,0,26.23,2.56,113.71,22.58,0.42575
6/2/2020,97.87,18.65,30.13,78.57,43.33,0,30.5,3.42,165.27,23.34,0.41909
6/3/2020,97.58,19.6,31.56,81.17,43.8,0,30.37,2.88,171.33,24.57,0.41092
6/4/2020,97.24,21.34,34.05,91.34,46.72,0,24.06,1.29,194.47,25.73,0.40271
6/5/2020,97.04,16.7,31.76,99.59,53.02,19.05,30.92,1.3,127.38,25.89,0.45274
6/6/2020,97.35,20.94,33.37,90.79,39.36,4.57,29.3,1.45,123.09,27.37,0.44775
6/7/2020,97.44,22.17,33.84,87.96,43.32,0,29.13,1.73,140.17,27.88,0.43808
6/8/2020,97.16,22.02,33.2,83.5,35.49,0,31.48,2.77,139.62,27.56,0.4285
6/9/2020,96.82,21.24,32.24,87.85,45.18,0,27.12,2.03,116.63,26.85,0.41752
6/10/2020,96.04,15.92,32.93,97.47,27.79,3.81,26.74,2.55,119.63,26.5,0.40744
6/11/2020,97.5,12.25,24.47,94.98,29.63,11.68,30.72,3.85,273.63,22.33,0.42196
6/12/2020,98.42,11.16,31.43,96.48,23.49,0,31,1.42,196.17,23.71,0.41497
6/13/2020,98.38,17.01,33.03,83.35,29.82,0,31.74,1,168.3,25.81,0.40983
6/14/2020,97.95,17.02,33.73,84.65,25.19,0,31.28,2.05,125.85,26.37,0.40051
6/15/2020,97.93,20.15,33.95,72.43,28.33,0,30.52,2.7,149.2,26.31,0.38815
6/16/2020,98.14,20.15,33.54,78.98,23.9,0,31.67,2.5,150.02,26.57,0.37579
6/17/2020,98,20.76,33.87,74.48,32.15,0,30.76,2.42,136.86,26.91,0.36463
6/18/2020,97.57,21.51,34.34,83.55,34.19,0,31.11,3.37,138.13,27.35,0.35613
6/19/2020,97.35,21.98,33.6,86.18,39.24,6.86,28.03,3.38,133.17,27.4,0.34891
6/20/2020,97.77,18.65,23.65,97.88,72.11,36.32,8.22,1.11,19.6,24.83,0.37545
6/21/2020,97.57,17.28,29.72,99.05,43.61,0,29.67,0.92,189.62,25.79,0.41119
6/22/2020,97.24,18.51,26.72,97.82,47.97,1.02,8.22,1.51,158.54,24.8,0.40279
6/23/2020,97.35,16.74,30.06,98.84,35.83,9.14,29.92,1.68,296.12,25.08,0.40717
6/24/2020,97.73,15.94,28.29,96.45,40.4,0,30.76,1.38,306.98,25.02,0.42438
6/25/2020,97.56,14.98,29.93,98.74,38.42,0,31.24,0.97,69.48,26.05,0.41425
6/26/2020,97.43,17.97,34.63,86.35,29.28,0,30.58,2.62,139.5,26.65,0.40692
6/27/2020,97.4,22.85,34.67,75.67,36.11,0,19.12,2.33,163.82,26.48,0.39783
6/28/2020,97.13,18.51,30.61,98.29,46.61,29.97,26.6,1.69,88.81,26.99,0.44205
6/29/2020,96.59,22.3,33.34,95.43,53.29,5.59,25.41,2.96,141.36,27.58,0.44435
6/30/2020,96.68,23.52,32.79,85.48,53.36,0,25.64,3.04,139.24,27.62,0.43652
7/1/2020,96.7,24.06,33.47,86.84,53.35,0,27.29,2.57,121.49,28.1,0.43256
7/2/2020,97.21,21.34,30.68,86.29,59.43,0,26.4,3.02,61.39,28.11,0.4257
7/3/2020,97.65,22.7,31.7,93.74,57.31,0,26.44,2.27,58.87,28.37,0.4188
7/4/2020,97.85,19.32,30.06,96.41,55.54,14.99,20.72,1.27,313.95,27.05,0.43577
7/5/2020,97.74,20.42,31.09,99.39,50.84,0,28.23,1.49,44.79,27.82,0.42741
7/6/2020,97.65,21.85,31.84,97.53,45.58,0,25.73,1.31,70.35,28.22,0.42287
7/7/2020,97.71,20.83,31.83,96.52,47.56,0,21.74,0.53,99.62,28.24,0.41787
7/8/2020,97.61,20.01,34.2,98.29,36.36,0,29,0.73,158.7,28.87,0.41292
7/9/2020,97.27,21.89,34.2,86.03,39.91,0,30.75,2.14,142.92,29.01,NaN
7/10/2020,97.41,17.66,30,97.61,48.65,35.05,26.04,2.03,313.51,26.48,0.45628
7/11/2020,97.79,19.33,32.25,98.29,41.63,0,30.42,1.19,123.09,28.12,0.44157
7/12/2020,97.7,21.37,32.92,95.08,51.11,0,21.89,1.38,272.61,27.89,0.43259
7/13/2020,97.69,16.19,30.68,98.43,36.79,0,30.85,1.1,346.49,27.19,0.42735
7/14/2020,97.35,19.6,32.52,88.54,37.33,0,30.2,1.84,127.81,27.58,0.42194
7/15/2020,97.26,22.31,32.17,92.13,54.24,0.51,23.54,1.73,59.33,28.25,0.41615
7/16/2020,97.58,19.6,29.25,98.36,53.56,34.54,24.41,1.49,2.88,27.76,0.45894
7/17/2020,97.87,20.83,30.75,95.43,55.33,0,25.11,1.23,86.23,28.06,0.45662
7/18/2020,97.66,22.98,34.4,90.81,51.5,0,22.79,1.48,146.81,28.39,0.44737
7/19/2020,97.29,25.56,35.89,81.38,44.26,0,25.9,3.27,164.54,28.44,0.443
7/20/2020,97.67,21.91,31.42,93.7,52.4,0,26.75,1.54,73.31,28.75,0.43713
7/21/2020,97.62,19.33,29.11,97.2,62.09,62.48,15.76,2.18,81.05,26.51,0.45587
7/22/2020,97.63,20.42,30.06,98.91,52.68,10.16,19.29,0.86,313.09,26.4,0.464
7/23/2020,97.77,19.06,31.09,98.64,54.11,0,28.9,0.78,76.49,27.91,0.45868
7/24/2020,97.84,22.71,33.06,89.29,45.11,0,28.06,1.09,131.65,28.74,0.44864
7/25/2020,97.83,22.18,33.2,97.32,53.15,0,25.84,1.39,146.49,28.69,0.4445
7/26/2020,97.73,23.12,33.2,88.08,50.08,0,26.53,1.87,154.04,28.67,0.4392
7/27/2020,97.76,21.97,34.4,96.15,45.97,1.52,27.3,2.13,164.97,28.72,0.4304
7/28/2020,97.88,21.56,27.81,97.95,67.06,8.64,14.59,1.01,53.37,27.48,0.43387
7/29/2020,97.66,21.31,30.54,99.79,53.43,0,19.43,1.06,76.03,27.59,0.43557
7/30/2020,97.3,21.75,27.47,99.32,72.25,63.5,13.02,1.18,95.49,27.04,0.4494
7/31/2020,97.37,20.63,25.91,98.09,72.11,25.91,9.51,2.43,334.05,25.6,0.46346
8/1/2020,97.76,18.79,27.34,97.95,51.18,0,24,1.67,324.95,25.28,0.46338
8/2/2020,97.76,16.74,29.11,98.84,41.22,0.51,26.65,0.84,244,25.8,0.45476
8/3/2020,97.89,17.56,26.45,96.66,37.74,0,27.68,2.18,299.3,25.17,0.44403
8/4/2020,98.19,13.21,24.75,99.35,45.52,0,27.01,1.24,60.41,24.31,0.43826
8/5/2020,98.19,11.23,23.45,99.28,37.2,0,24.53,1.06,87.91,23.2,NaN
8/6/2020,97.88,14.78,28.16,88.02,46.2,0,28.1,1.53,116.84,23.93,0.42572
8/7/2020,97.67,18.65,29.93,93.88,57.79,0,19.42,1.4,131.2,24.9,0.41927
8/8/2020,97.54,21.58,30.61,94.06,61.95,0,22.92,2.33,112.13,25.82,0.41173
8/9/2020,97.48,23.59,35.13,91.61,44.26,0,27.05,2.09,141.35,27.36,0.40185
8/10/2020,97.43,22.03,32.11,91.23,48.24,2.29,20.84,2.39,161.44,26.97,0.39006
8/11/2020,97.46,23.25,30.75,91.54,49.81,0,19.31,1.71,71.28,26.98,0.38468
8/12/2020,97.6,21.77,32.78,98.76,48.44,0,24.34,1.13,72.43,27.79,NaN
8/13/2020,97.66,19.6,30.13,98.36,53.97,0,15.76,1.56,107.1,26.65,0.37287
8/14/2020,97.63,19.95,32.18,96.45,44.02,0.51,24.24,1.15,81.1,27.08,0.36921
8/15/2020,97.54,20.22,33.81,99.32,48.52,0,25.16,1.26,101.86,27.78,0.36474
8/16/2020,97.92,18.24,30.95,91.61,37.06,0,26.95,1.65,36.13,27.83,0.35952
8/17/2020,98.18,15.66,27.68,96.55,45.72,22.86,12.38,1.19,145.27,24.9,0.35419
8/18/2020,98.27,16.87,28.97,97.54,37.67,0.25,28.23,1.36,281.42,25.39,0.36483
8/19/2020,98.15,14.3,28.02,99.76,45.93,0,19.36,0.43,134.85,24.65,0.36269
8/20/2020,97.92,14.16,28.77,96.28,37.4,0,27.39,1.05,113.33,24.57,0.36121
8/21/2020,97.56,16.19,30.75,91.13,34.74,0,27.2,1.02,139.29,24.83,0.35895
8/22/2020,97.41,16.74,31.91,95.36,38.15,0,26.3,1.59,173.51,24.97,0.35592
8/23/2020,97.49,16.61,33.06,97.15,35.69,0,25.81,1.23,178.92,25.18,0.35303
8/24/2020,97.7,18.92,35.08,81.71,29.75,0,25.58,1.54,188.31,25.55,0.35055
8/25/2020,97.86,18.44,34.4,90.65,30.92,0,26.32,1.53,176.31,25.81,0.34759
8/26/2020,97.78,18.24,34.88,85.6,27.78,0,25.75,1.52,163.68,25.77,0.34379
8/27/2020,97.47,19.06,34.56,89.76,29.42,0,26.14,2.17,164.2,25.98,0.34038
8/28/2020,97.26,17.97,34,91.81,38.15,0,25.75,1.25,161.48,26.65,0.33779
8/29/2020,97.12,20.29,35.14,95.7,30.63,0,24.99,0.84,107.34,27.28,0.33555
8/30/2020,97.58,16,26.18,98.02,41.56,18.29,17.36,1.74,28.85,25.46,0.33995
8/31/2020,97.04,14.44,29.86,99.62,48.59,0,23.73,1.42,120.1,24.75,0.33996
9/1/2020,97.08,18.1,24.81,98.02,50.29,0,16.71,2.96,35.15,24.36,0.33747
9/2/2020,97.16,18.65,27.34,96.72,61.27,0,16.12,1.52,325.14,24.38,0.33602
9/3/2020,97.38,16.33,30.81,99.8,41.56,0,22.24,0.88,157.89,24.73,0.33459
9/4/2020,97.66,12.25,27.88,98.09,23.97,0,24.74,2.42,253.3,23.95,0.33075
9/5/2020,98.32,8.73,30.88,98.45,23.29,0,25.07,0.76,134.99,22.78,0.32542
9/6/2020,98.35,16.74,34.75,92.9,35.01,0,23.46,1.79,166.74,24.67,0.32707
9/7/2020,97.4,23.39,36.6,76.22,31.32,0,22.57,4.73,170.56,25.45,0.32605
9/8/2020,96.95,18.65,35.64,92.63,33.78,0,21.68,2.96,76.03,25.53,0.32299
9/9/2020,97.91,7.64,18.79,95.94,53.39,0.51,3,5.72,8.74,20.08,0.30889
9/10/2020,98.6,7.23,10.14,97.23,85.7,21.84,3.44,3.8,354.63,16.5,0.30062
9/11/2020,98.77,8.46,13.07,98.6,80.24,11.68,7.81,2.74,338.88,16.3,0.32416
9/12/2020,98.28,11.43,15.99,98.81,78.44,0.76,7.08,1.07,227.61,17.75,0.32696
9/13/2020,97.71,8.99,23.65,99.8,51.38,0.25,20.95,1.43,205.58,18.99,0.33032
9/14/2020,98.24,9.13,27.75,99.82,39.11,0,24.03,0.49,133.76,19.8,0.3313
9/15/2020,98.65,9.73,25.77,99.83,44.97,0,22.65,0.97,119.04,20.13,0.33089
9/16/2020,98.27,10.55,28.43,99.76,45.79,0,19.87,0.99,161.45,20.46,0.33094
9/17/2020,98.07,13.34,28.77,98.4,34.74,0,19.84,0.94,311.01,21.33,0.33108
9/18/2020,98.35,11.47,23.79,94.2,38.42,0,18.57,1.11,39.96,20.45,0.32695
9/19/2020,98.6,8.57,23.21,99.32,38.73,0,19.66,1.31,88.54,19.09,0.32193
9/20/2020,98.4,10.51,24.78,94.88,44.73,0,17.76,1.67,103,19.03,0.32009
9/21/2020,98.34,10.38,25.87,92.76,39.96,0,18.76,1.77,131.34,18.89,0.3184
9/22/2020,98.35,7.95,27.64,98.5,37.1,0,20,1.56,157.75,18.88,0.31671
9/23/2020,98.12,11.81,25.8,97.75,48.62,0,18.35,1.58,159.37,19.86,0.31697
9/24/2020,97.8,14.27,25.05,98.43,53.32,0,10.38,1.65,167.1,20.65,0.31736
9/25/2020,97.32,13.24,30.64,98.29,41.46,0,20.21,2.33,167.87,20.59,0.31581
9/26/2020,97.07,16.64,33.1,92.32,32.12,0,20.8,2.76,165.47,21.78,0.31654
9/27/2020,96.75,19.77,34.73,81.88,23.46,0,18.79,4.22,169.82,22.44,0.3161
9/28/2020,97.43,11.26,23.29,97.75,32.48,30.99,2.61,2.82,350.11,19.45,NaN
9/29/2020,98.05,6.79,20.18,87.51,25.79,0,18.5,3.13,268.28,16.14,0.31372
9/30/2020,97.79,4.19,24.51,95.97,18.14,0,21.33,2.04,202.11,15.54,0.3122
10/1/2020,97.79,8.43,23.28,83.27,17.93,0,20.93,2.75,284.91,15.87,0.31282
10/2/2020,98.7,3.99,17.66,92.21,26.75,0,21.38,2.62,272.75,14.52,0.30977
10/3/2020,98.32,0.6,20.96,98.22,23.87,0,19.86,1.53,140.04,14.31,0.30846
10/4/2020,98,4.81,18.27,95.49,40.46,0,19.93,2.67,288.94,14.95,0.30954
10/5/2020,98.56,1.22,20.35,98.97,34.5,0,20.04,1.32,127.01,14.57,0.30741
10/6/2020,97.8,9.78,26.42,69.69,26.05,0,18.2,3.39,169.43,15.5,0.30811
10/7/2020,97.79,7.4,29.21,97.95,22.78,0,19.57,0.91,202.5,16.64,0.30921
10/8/2020,97.69,12.01,34.19,95.7,20.87,0,18.32,1.43,202.64,17.9,0.31061
10/9/2020,97.74,10.92,30.51,97.88,31.09,0,18.15,2.2,139.04,18.53,0.31073
10/10/2020,97.22,17.45,29.21,76.29,42.14,0,17.39,4.03,163.59,19.53,0.31172
10/11/2020,97.29,13.79,28.87,99.59,47.87,0,15.61,1.17,165.85,20.05,0.31167
10/12/2020,96.75,14.54,30.64,98.29,39.28,0,17.84,3.63,152.06,19.9,0.31061
10/13/2020,97.71,8.89,22.39,77.23,16.02,0,19.25,3.11,238.51,17.96,0.30585
10/14/2020,97.94,8.91,24.78,62.39,23.39,0,18.36,1.95,173.73,16.82,0.30154
10/15/2020,97.12,12.08,26.14,55.02,22.78,0,17.36,3.74,240.03,17.19,0.30106
10/16/2020,98.43,1.01,15.29,83.39,19.72,0,17.54,3.12,305.57,15.6,0.29639
10/17/2020,98.52,-1.38,17.05,91.05,18.49,0,16.26,1.87,180.99,13.54,0.29025
10/18/2020,97.32,8.6,20.78,75.91,27.36,0,12.64,4.51,178.4,14.49,0.29076
10/19/2020,98.39,3.78,11.19,74.18,35.59,0,6.83,4.81,11.34,12.71,0.28519
10/20/2020,98.28,4.67,8.33,61.2,44.47,0,6.04,2.67,37.76,11.9,0.28158
10/21/2020,97.96,4.4,11.74,96.17,59.43,0,6.09,1.45,113.72,12.25,0.28118
10/22/2020,97.95,1.69,9.69,99.8,85.6,0.76,2.83,1.78,56.35,11.28,0.27812
10/23/2020,97.26,3.24,28.12,99.89,45.55,5.59,9.18,4.77,173.4,13.99,0.28409
10/24/2020,98.78,1.69,5.42,93.72,57.38,1.27,5.63,5.11,326.57,9.41,0.27559
10/25/2020,98.44,0.87,3.72,78.4,62.98,0,3.84,2.43,40.99,8.35,0.27264
10/26/2020,98.47,-1.72,3.37,94.87,73.22,0,1.37,3.92,347.22,7.26,0.27184
10/27/2020,99.06,-5.06,-1.45,93.37,55.23,0,3.88,4.06,345.37,4.9,0.26717
10/28/2020,98.74,-2.82,2.35,88.17,49.04,0.76,5.98,1.29,301.6,5.59,0.26927
10/29/2020,97.83,-3.5,8.98,95.7,38.24,0,6.2,1.45,36.05,6.43,0.27156
10/30/2020,98.12,-0.7,9.62,88.17,33.17,0,15.4,3.72,321.53,7.41,0.27445
10/31/2020,98.23,-2.61,22.67,96.38,28.09,0,15.42,1.47,187.88,8,0.27612
11/1/2020,97.96,7.13,19.9,63.72,32.68,0,15.08,4.38,212.97,10.06,0.28101
11/2/2020,99.41,-1.38,12.75,74.5,16.92,0,15.33,1.77,287.7,8.66,0.27845
11/3/2020,98.76,-2.2,21.78,84.9,27.82,0,15,2.23,211.04,8.38,NaN
11/4/2020,97.95,3.32,27.03,95.82,16.91,0,14.96,2.45,193.16,10.07,0.28161
11/5/2020,97.86,9.04,22.8,78.21,32.8,0,10.93,2.47,180.05,11.74,0.2853
11/6/2020,98.21,5.7,24.37,93.03,33.82,0,14.06,0.98,210.64,11.45,0.2846
11/7/2020,97.97,2.55,23.28,99.07,49.64,0,13.95,2.69,168.85,11.68,0.28472
11/8/2020,97.6,13.11,24.03,84.16,43.91,0,13.68,4.96,157.07,13.91,0.28942
11/9/2020,97.34,13.99,24.23,87.65,43.5,0,11.45,5.36,146.95,14.79,0.29119
11/10/2020,97.17,3.72,22.01,96.99,61.41,0.25,3.22,4.79,162.32,15.54,NaN
11/11/2020,97.34,-3.08,3.85,97.4,62.84,16.51,5,3.47,262.98,9.5,0.28637
11/12/2020,97.95,-4.03,15.68,96.62,25.79,0,13.78,1.05,211.18,7.54,0.28141
11/13/2020,98.07,-4.92,13.43,89.16,41.56,0,12.43,2.04,306.61,7.91,0.28245
11/14/2020,98.31,-7.58,10.24,94.66,25.8,0,13.1,1.64,129.12,5.84,0.27799
11/15/2020,96.52,6.04,19.89,85.66,19.93,0,12.02,5.44,195.41,8.82,0.28463
11/16/2020,98.06,-0.22,12.56,69.95,13.79,0,12.47,3.85,235.67,7.41,0.2821
11/17/2020,98.56,-1.04,18.61,76.97,16.03,0,12.99,2.3,220.05,6.88,0.28089
11/18/2020,97.79,NaN,NaN,NaN,NaN,0,8.92,2.02,146.15,6.87,0.28121
11/19/2020,97.87,9.97,22.8,44.78,23.25,0,11.76,6.4,167.04,9.32,0.28663
11/20/2020,97.48,8.5,23.35,91.8,30.84,0,11.58,4.37,180.76,11.44,0.29158
11/21/2020,98.79,3.72,17.45,100,36.57,0,11.48,2.72,20.71,9.96,0.28887
11/22/2020,99.09,4.74,10.24,91.94,38.5,1.02,2.68,3.14,40.72,8.96,0.28655
11/23/2020,98.95,-2.8,12.75,95.63,23.27,0,11.95,1.92,263.33,8.36,0.28529
11/24/2020,98.34,-4.84,8.63,98.56,71.99,6.6,1.04,2.09,96.7,6.13,0.28085
11/25/2020,96.98,5.36,13.52,100,69.81,19.3,1.26,3.36,134.36,8.77,0.28988
11/26/2020,97.46,-2.88,5.42,100,74.93,21.59,4.12,3.2,277.03,6.54,0.29957
11/27/2020,97.75,-4.03,13.44,100,53.24,0,10.62,1.64,15.53,5.37,0.29686
11/28/2020,98.58,-1.45,11.45,99.18,27.16,0,10.91,1.62,297.27,6.43,0.30124
11/29/2020,98.36,-3.76,13.51,97.91,33.3,0,11.34,2.32,191.35,5.24,0.30112
11/30/2020,98.53,-2.88,7.13,79.64,39.21,0,8.82,4.67,284.34,5.44,0.3032
12/1/2020,98.68,-7.24,5.96,84.53,27.59,0,11.45,2.03,229.11,2.93,0.29985
12/2/2020,97.84,-5.94,10.1,85.58,31.54,0,10.97,1.42,103.12,2.62,0.29973
